PickId,DrafterId,DrafterTeamId
e9db7229-248f-42b2-8046-7d99b6aa83c7,722ddd5a-0514-45cc-9112-bd0e456b37ca,
f83b2440-566d-439d-9678-f152c087c019,f422a2b7-dc36-49a8-bc52-7cd9899e7b0c,
fa1097c2-460f-4f16-8f79-95381c7abd14,35ffb47e-718c-4981-93b9-14467d5919f0,
41e9951d-aea9-4f77-b53d-c9996c1e8315,e18d1d45-0923-4a67-b1af-f36257f24ab0,
3d0b307a-831f-4a03-80bf-c4650346866c,f422a2b7-dc36-49a8-bc52-7cd9899e7b0c,
9a3e472d-e149-4b65-a0f1-cf290efa722f,722ddd5a-0514-45cc-9112-bd0e456b37ca,
19550182-8e98-4f05-886d-fea2b6cbd34d,35ffb47e-718c-4981-93b9-14467d5919f0,
f3ce3326-e997-4c92-b26b-830c2e458a70,e0c10cef-bbef-455d-8f2d-344d5133c140,
e37197e0-7a3a-4e02-ae66-f4e514dbbc28,da7b46dd-26d3-41dc-85cb-656422c35041,
1281cfec-23d5-4678-a240-1f59314dd1e6,1914295d-0c97-4cd3-a1ad-5c885c7f1237,
e2bddab7-0c90-4305-82f9-70d1b7127025,2cd21cc3-d0ae-4969-b53a-8b143d93a319,
c2657931-1f07-4f2e-b194-7390233e7ffe,976a510f-2037-4c32-84e7-e206e7b474ce,
cd5fd321-d1de-4a2f-9e3d-070483e5aa16,8ad770ed-b9f9-421f-ada5-3d0498423c4a,
6b47ef58-7b11-46b8-8d8a-7dee61f8f2de,1c80d0f2-e391-4f94-9f15-0844913bd9db,
12cd2d49-26e9-42c2-a2c8-b3fe036aa924,f422a2b7-dc36-49a8-bc52-7cd9899e7b0c,
b42110b1-49c6-4e03-b28a-c6ea6d23ae69,5a1c2497-a8c5-415c-815e-af9ee0e54156,
191548ee-403c-4113-979a-820f60f3a273,26ad950a-1c17-4190-87a5-6989476e0232,
c96b89fc-c14a-472c-9912-24217122a046,58c5d187-8f4a-4d2a-9cbf-9766a79604db,
5979292c-75c4-4d68-922c-7359adae561f,60f98576-7b86-4749-96c8-c4c066673452,
9d36ae2e-0029-440a-8a74-c297d08c1f08,b3fe3d5f-eaf3-4345-99cf-61c6eccbb54e,
33fb5221-ae71-46e2-9c79-2fca98e776e1,54e7ad89-4479-4398-95ba-3320b4557eed,
71d18231-f5e4-49df-bd3a-2ad946427acb,e18d1d45-0923-4a67-b1af-f36257f24ab0,
dceeae93-e753-4ccb-b35a-b9002110e65a,210a84ea-92f4-4419-a3cd-a34986dfda5f,
572b47d4-70de-445a-9228-1b809f61b76a,26ad950a-1c17-4190-87a5-6989476e0232,
f5ca8a1b-85a9-4d4c-a2e0-1898cee706d9,54e7ad89-4479-4398-95ba-3320b4557eed,
88c900da-a571-4c01-a31a-23601398c5c8,210a84ea-92f4-4419-a3cd-a34986dfda5f,
08d1c84f-cd1c-4f2a-96a5-654a8ce9ffdf,54e7ad89-4479-4398-95ba-3320b4557eed,
95d49abd-700c-4598-9974-fd2ac1f159d4,210a84ea-92f4-4419-a3cd-a34986dfda5f,
46d63c38-9c04-4fbd-86e1-477a6a4e49ff,de42b0da-f255-4e09-ae4f-6981c7eacc4c,
32bd6cb2-c119-4065-98f7-392087c3c9f6,e18d1d45-0923-4a67-b1af-f36257f24ab0,
715bd8fe-4f20-4984-9d28-60a880aaf34a,e255f8fd-5307-4145-9cf9-81e12de7b936,
1e27ff0e-5ac2-433d-a191-cc225d1947f6,c63cb878-7ebb-4179-a0ba-1d6903a98940,
1863f270-bf94-4f5a-aeae-0bf395a3ed33,d6758d32-1f77-487f-a553-63fc63645f96,
5c858f25-65f0-4b2f-8fd0-b060685169d7,7298ccd2-1dc1-427e-89d7-ae645e0987a5,
1f066ebb-ab50-43fc-b51e-3e85226e9a0c,d6758d32-1f77-487f-a553-63fc63645f96,
62b81314-bfb3-43e1-80c0-150dccd0be3d,240519de-0fe3-41be-b96e-6c5c8fd15537,
22e78536-65e7-4896-8df6-305d929337c2,35ffb47e-718c-4981-93b9-14467d5919f0,
e5bcac62-39b5-4ff8-8956-0fba9da7d9e7,4cc0739b-3859-469f-b399-c520cb55e99e,
9069e9bc-e483-4317-9a6e-4028040cd4d0,1c9e8a5f-92b2-4601-a89a-4635a6ae08f3,
3b8c4c02-e4c6-4b25-b996-bcdd3d305a70,af235806-1a76-4f2a-afdb-4d17ebea435f,
47107855-110f-4be2-a219-681319ec09bb,b897986e-d859-4967-b6a4-07038000106a,
3c5b6e80-e911-47cb-91cc-6fdacfd91095,b900b4bf-e618-4bd4-a216-2ea3a0e79cab,
6b78f2ef-249b-4613-aa11-3d00c1f6b732,2475d0b6-26b5-4a0d-bcb0-91ee9bd085b4,
304d6234-08b4-4d14-85db-a5fc2fb35c9b,f4716c6b-8c87-4fe5-b169-2f40cd725136,
73badb2e-e825-40e8-9561-de3e652b895c,b900b4bf-e618-4bd4-a216-2ea3a0e79cab,
4d1737c2-65e5-4797-8a87-527bc76f6660,e18d1d45-0923-4a67-b1af-f36257f24ab0,
ee19b2b4-0208-4f9f-9823-e4ce71603d41,d017522b-40f7-4ac3-968f-0390abc9dc13,
7c9ee175-0a92-40bd-af43-575db57cec22,516e34b0-dc00-4bb8-8ab6-c80fa055ee9a,
540ca369-af6f-4878-9d9a-a8a03eb6d712,54e7ad89-4479-4398-95ba-3320b4557eed,
abedc156-2990-4bab-90b2-7ea8bedaa5ad,54e7ad89-4479-4398-95ba-3320b4557eed,
01c13905-13ba-4c41-ac35-307bed884560,26ad950a-1c17-4190-87a5-6989476e0232,
048e2b50-1443-40e1-9d66-7f4da515c1b3,e18d1d45-0923-4a67-b1af-f36257f24ab0,
9916fac5-7029-4963-891d-a89e7ac3d161,bec4d296-c562-40e6-9b46-f691aeba161d,
bd4de588-c82f-42d3-b72a-a6ba23459b4a,8ad770ed-b9f9-421f-ada5-3d0498423c4a,
3a797f39-0d38-4e47-8080-3fa8ffd6694b,e7f08e6e-9d7a-4b42-82bb-7b7ced69d3d2,
612e6eae-5a59-4d0b-97e5-1004968b2f5f,60f98576-7b86-4749-96c8-c4c066673452,
a0cfc92e-0ee6-4631-8dba-5a3fe30fb2d9,f1661c33-1493-4ef8-94ba-3bc39fa50ec0,
5aa977be-1ef8-4153-836a-34fa8a3b41e7,1fade4bd-b8d3-46dd-954e-78bedbf6d4a7,
ab100c09-849d-4024-91df-c5b33f1bfb6d,26ad950a-1c17-4190-87a5-6989476e0232,
4eddbb4b-3c0c-4534-bbd1-11a6ff3a3c67,3da0e77e-cce5-44d9-bc8a-2092586d3ad0,
c1ff4398-1717-4f2d-9db2-c65440b78d9e,26ad950a-1c17-4190-87a5-6989476e0232,
c598c007-3b51-454d-ab7f-9e73338b1908,7294d6d0-ca7f-4410-a9ca-345b37eeed5e,
01e89428-ad65-4987-b78b-7f630c589d51,e18d1d45-0923-4a67-b1af-f36257f24ab0,
f81459f6-3f17-4a60-bc31-1fe9a383e110,7294d6d0-ca7f-4410-a9ca-345b37eeed5e,
87eabee1-7747-417e-b61e-89c34bcb8de7,f13f46de-527b-48e5-96c7-dcbf0b26c3b7,
f3e23be8-078d-4f42-bc29-71ddcee532a3,61105517-369a-46b0-b5c2-b8caeb5b3529,
4ccee337-bd9f-4952-817a-862a6a058901,de42b0da-f255-4e09-ae4f-6981c7eacc4c,
b3f58e2d-6f8c-44df-ac93-0d858a96f11a,210a84ea-92f4-4419-a3cd-a34986dfda5f,
1dc83dde-40ec-4bde-bc8b-8a787012a435,35ffb47e-718c-4981-93b9-14467d5919f0,
eeb7ce3f-6506-45cc-a6d3-2e783440f436,f422a2b7-dc36-49a8-bc52-7cd9899e7b0c,
9d98dfdd-db23-4d88-8214-a8e39db9b160,0c19f8d1-6d21-476e-9698-e75a55fec771,
9a8a039e-a05d-499b-989b-18ce30cf6199,35ffb47e-718c-4981-93b9-14467d5919f0,
28ff0886-e719-4f56-bcfc-293dbad7f80c,e18d1d45-0923-4a67-b1af-f36257f24ab0,
9e87bb76-ed9f-4e4a-a8ce-f35c24185bdc,e18d1d45-0923-4a67-b1af-f36257f24ab0,
e1b4530b-23c3-4f3e-acb8-56ab4cfc8688,f422a2b7-dc36-49a8-bc52-7cd9899e7b0c,
af0e5874-c326-4f65-84e7-327a838bab6a,35ffb47e-718c-4981-93b9-14467d5919f0,
1423b0aa-ff6b-4779-9c16-25e5a97dbcd6,35ffb47e-718c-4981-93b9-14467d5919f0,
7952747c-ce15-46d2-8381-2b9e7a85021a,e18d1d45-0923-4a67-b1af-f36257f24ab0,
51961ff7-8ceb-419f-ae95-ec556d15922f,c63cb878-7ebb-4179-a0ba-1d6903a98940,
de01de92-75ff-439a-9a02-84cea332d3f2,c63cb878-7ebb-4179-a0ba-1d6903a98940,
126d5ef5-8384-45b9-bc41-eaa402fb3f74,00140904-0878-4586-8566-5508ef9cbb96,
30ab4dbd-52ba-498d-92ba-c9b0a9fd73d7,48187e91-da88-4c71-883b-3fb3cb698e98,
b0d19080-2592-4458-b37e-9f7e6bfc1f91,d6758d32-1f77-487f-a553-63fc63645f96,
e02b39e1-5cce-49c4-b1d7-4fb8d0549cbd,26ad950a-1c17-4190-87a5-6989476e0232,
be292ad1-6255-4e6b-9bc9-2f1122e4ab76,35ffb47e-718c-4981-93b9-14467d5919f0,
296deeb3-1c19-47e5-8494-e2d7699df3a5,54e7ad89-4479-4398-95ba-3320b4557eed,
78305354-5fd6-4946-9d87-a0a51ccd9df8,35ffb47e-718c-4981-93b9-14467d5919f0,
138cae3e-3db0-4c50-acf6-ebf05517016c,2475d0b6-26b5-4a0d-bcb0-91ee9bd085b4,
39f73710-02b4-470c-9e50-91fcb2e3a5d3,d88bb6a4-0059-489f-8f27-59475f48031f,
bbec6bd1-fe51-4c61-bd21-31ec3883e004,58c5d187-8f4a-4d2a-9cbf-9766a79604db,
c7c02f41-b8a7-435d-a26b-9017752a2dc6,58c5d187-8f4a-4d2a-9cbf-9766a79604db,
6c8ee6f4-6bb7-43e2-b706-efeeb9e1a011,26ad950a-1c17-4190-87a5-6989476e0232,
9af35e12-7df1-4e84-9abf-94899e89825e,f422a2b7-dc36-49a8-bc52-7cd9899e7b0c,
750d84b4-885e-4a6f-8cbc-1a1e11075bc0,0f85256c-bc01-4b37-90f8-5559f786371e,
c2778cc7-3068-482c-8b3d-02af776a6432,32637fbc-d30b-4c83-aef5-32597107b6df,
e78efec1-f345-4daa-9b8c-fd860a72e196,58c5d187-8f4a-4d2a-9cbf-9766a79604db,
a905ccea-57e4-4850-8174-0159955c122a,813d11c8-6a0e-43c6-9add-e3e9a92e8b73,
bbc2729a-edc8-4780-854b-06e4fd880201,bfe6a7a7-4cf8-4949-875a-160a0a64b1b1,
57cf4008-3902-4d79-a3bc-f1372f174f22,54e7ad89-4479-4398-95ba-3320b4557eed,
a55d4b35-b5fa-40a3-a8d7-e92246d7db5e,6b2d55f6-12ad-4d26-b7e5-23acd4d5e554,
b1e9532d-6387-4e65-a0cd-25732252135e,54e7ad89-4479-4398-95ba-3320b4557eed,
b96edda3-7330-4ca6-9312-6977ada8a2e5,35ffb47e-718c-4981-93b9-14467d5919f0,
ab1f6ce8-3e52-4274-9f28-0e8f274534ac,35ffb47e-718c-4981-93b9-14467d5919f0,
274b198a-37f6-45a4-9a22-c82b44d25b65,e18d1d45-0923-4a67-b1af-f36257f24ab0,
748903fe-12fb-4ded-b0cb-45c284b01a23,e18d1d45-0923-4a67-b1af-f36257f24ab0,
c1110736-4e4f-4315-88a2-f5708dff3791,e18d1d45-0923-4a67-b1af-f36257f24ab0,
fb94d589-7dfe-4d3a-9d0e-d9b65c721b03,54b18820-1e59-49f0-8947-d545dd5cfad5,
ad128f68-4212-420e-a30e-f67c8b9efa49,61105517-369a-46b0-b5c2-b8caeb5b3529,
f1af7300-e85f-4a42-99a3-7b19569b09fa,de42b0da-f255-4e09-ae4f-6981c7eacc4c,
e58f00f9-5e69-41ab-b63f-65776403f187,1e3505d4-31ca-4dbb-9ef2-ce78d85203d2,
de82985b-197a-4901-9185-a272c7548523,26ad950a-1c17-4190-87a5-6989476e0232,
c12c3cd3-374b-44dd-8e4f-cb42b85afb7d,26ad950a-1c17-4190-87a5-6989476e0232,
4d5dd459-1beb-4b41-b5c2-3209ec5e5d25,3d5c2c5d-9a40-4aeb-9c0f-7144134cdd53,
904b53fd-87aa-43c7-83a0-3cf8bfc0dfc1,16b8d186-d2c3-4a73-aa03-efe356f34659,
4d711ea8-3363-4e5d-8b59-a7863e296315,f422a2b7-dc36-49a8-bc52-7cd9899e7b0c,
6dc815b2-fd78-4ebd-b6bd-765285b366cd,35ffb47e-718c-4981-93b9-14467d5919f0,
56b97213-bf60-4fdb-aa33-6032a68f9965,f422a2b7-dc36-49a8-bc52-7cd9899e7b0c,
20982a8d-fb98-46d7-ba9f-5603a2661042,54e7ad89-4479-4398-95ba-3320b4557eed,
99a7c6a7-562d-4eea-9504-055f90098630,54e7ad89-4479-4398-95ba-3320b4557eed,
55f04db8-037a-42e0-b95b-75f826d3e20f,26ad950a-1c17-4190-87a5-6989476e0232,
50f4cce0-4ef0-4b38-8e85-025944c173ef,54e7ad89-4479-4398-95ba-3320b4557eed,
69a8e16e-c3b2-4781-8478-c4e86aff6435,6b39ce62-fd37-4d24-afad-f2ad3cdcbf87,
cefd8c49-a987-4f50-ad5b-1fc7f1ddff35,4b23cf19-ee0f-4469-bde1-0c3e6908ae8d,
100d6364-d187-4f8e-94e4-b7ee9d1e6eaf,2475d0b6-26b5-4a0d-bcb0-91ee9bd085b4,
c5cb52e5-1d7b-48f1-aa06-2b5a71f4be60,58c5d187-8f4a-4d2a-9cbf-9766a79604db,
b1fb2c17-00e8-4201-bfc2-e79ef951c123,26ad950a-1c17-4190-87a5-6989476e0232,
851ed0aa-f09e-46d1-897e-6a92fc88a4ef,58c5d187-8f4a-4d2a-9cbf-9766a79604db,
158ad560-edcb-4d21-aea1-f4e004af878a,60f98576-7b86-4749-96c8-c4c066673452,
f78a9128-29e9-406c-946d-c5aa86c2acb6,26ad950a-1c17-4190-87a5-6989476e0232,
8ecb7e6d-6ff9-4323-a22e-34f7147d6d88,210a84ea-92f4-4419-a3cd-a34986dfda5f,
d9f48f10-59ff-4010-816f-29bef89e3ce6,2d04840a-92eb-473c-84b5-bf5616b3ce9f,
fd9ad335-e9b6-481d-810e-65a5d2c07d62,54e7ad89-4479-4398-95ba-3320b4557eed,
f4e40cb0-d924-4938-a77a-800e885be9cb,d6d1a61c-0a31-41aa-9bc5-ba8c6f5308c0,
d2de800b-2a0f-4df5-b965-151d30baf7a0,a1dfc044-da3c-474a-ad5d-5fc957bfa4fc,
cc632a8f-4331-4b68-aa1d-da556b1c81c0,d6d1a61c-0a31-41aa-9bc5-ba8c6f5308c0,
6d882da2-f525-4825-bfe1-46fa6fa02e61,8d826c37-6faf-4432-817a-9316fc5e6ab8,
e12b1d3a-2bac-4a09-b171-f3b555adccf1,976a510f-2037-4c32-84e7-e206e7b474ce,
09fd41e8-f4ee-4e03-b857-db95aa5bcefa,7c12dfa6-6769-450f-bead-6c44e62572f1,
941521e4-4762-464b-a6ef-d94cd76e39e0,a64e0c93-c184-4949-a0d0-0850be073cc4,
57d547b5-9d92-405e-b5d9-1f5716ffdc49,dbb0e73e-3073-47fc-b05a-2eca666803b5,
9f32aa0f-9f00-4755-8cd7-a8c86526be04,bfe6a7a7-4cf8-4949-875a-160a0a64b1b1,
2d77eba5-ed7f-4e22-8ebc-246338b48161,b56cef8a-ea05-4a06-9e23-6ceaa3000a0a,
bbf2874b-410f-469a-bf88-6f435b164198,61105517-369a-46b0-b5c2-b8caeb5b3529,
73d67df5-96fe-4468-b09d-305ae74579dc,da7b46dd-26d3-41dc-85cb-656422c35041,
2e6cd714-f602-42b2-9385-d9a14f09a046,da7b46dd-26d3-41dc-85cb-656422c35041,
8fd9d56f-c8e5-4084-ae7c-5348002ac09c,f422a2b7-dc36-49a8-bc52-7cd9899e7b0c,
b0a8176a-e276-44a5-a0c7-0aa973f0b890,d6758d32-1f77-487f-a553-63fc63645f96,
afe4e40d-8f5c-41ef-b9ab-054b7b6a29b6,f422a2b7-dc36-49a8-bc52-7cd9899e7b0c,
c8f3f2df-77f4-4673-a73b-06be91ab5493,d6758d32-1f77-487f-a553-63fc63645f96,
8e0e713f-79d4-4184-bd31-0b8cdb35047d,54e7ad89-4479-4398-95ba-3320b4557eed,
ca8c6f05-f5e7-48a8-98e3-4fc637106b42,f14f0bf2-1f3f-4d67-9bfb-f16f575e289d,
d57d37a2-820f-4a28-b6e7-a0af9493382b,e18d1d45-0923-4a67-b1af-f36257f24ab0,
5fe9fb3c-2af7-453f-855a-3b44513000f9,35ffb47e-718c-4981-93b9-14467d5919f0,
c73483c9-3f1f-4b41-9175-c0dd124d4962,e18d1d45-0923-4a67-b1af-f36257f24ab0,
c24c2007-52ae-40eb-9728-6688d7702427,35ffb47e-718c-4981-93b9-14467d5919f0,
8eececf5-a0cc-4dfe-8520-04723faffb82,35ffb47e-718c-4981-93b9-14467d5919f0,
3686dfa6-5afa-4b82-90c0-86a1facf4502,8ad770ed-b9f9-421f-ada5-3d0498423c4a,
424a36a8-3ebc-4858-b082-ef9321df4910,32637fbc-d30b-4c83-aef5-32597107b6df,
8c6e0572-f76c-4a7a-bcb8-0206678034f4,32637fbc-d30b-4c83-aef5-32597107b6df,
9b2ead84-5485-4da4-ac44-79ed63ff5cd7,60f98576-7b86-4749-96c8-c4c066673452,
a3a482ca-2891-4787-a505-ad9e8985dd2e,26ad950a-1c17-4190-87a5-6989476e0232,
4beaafac-51b6-46b2-8bfa-c0e1cf9e9d89,240519de-0fe3-41be-b96e-6c5c8fd15537,
7fdf6700-52a4-47ff-90cd-673a0f9dff2e,f1661c33-1493-4ef8-94ba-3bc39fa50ec0,
e0ff5a4c-2df7-4ea9-a6c4-7bef56aea966,5c4d9726-3bc6-404b-ab28-40bdd87003c1,
a679663e-9b2f-4510-8453-a69dfd318e80,e18c71f5-c06d-4aa8-96c1-67d421fc0b36,
f9d91a01-6167-4856-aa87-940ffb2876ec,49ffecfd-ed4e-43b5-8d00-1228b2012535,
580b3194-8975-4185-b649-ca50c41b1c65,2a321aac-e773-483b-a05d-82e510603c58,
0b674d7b-095d-4f05-a2f6-3093ee575936,2a321aac-e773-483b-a05d-82e510603c58,
50540cf9-9b66-4a7a-93d5-350c68f05783,210a84ea-92f4-4419-a3cd-a34986dfda5f,
442b4b50-b4bd-43f2-afb5-315f77d6b946,210a84ea-92f4-4419-a3cd-a34986dfda5f,
cded9cb6-d737-4e95-a01a-1b7854f0f610,,7f7e4c18-ad0a-46d3-9f34-eddc0098884f
f3b1a016-973e-4b5d-97db-934db10ff553,b900b4bf-e618-4bd4-a216-2ea3a0e79cab,
04e9f355-9b49-4f5c-8a5c-f2d5c16fb124,60f98576-7b86-4749-96c8-c4c066673452,
7ff77517-46b6-4cf4-ac00-164f08a5e49a,516e34b0-dc00-4bb8-8ab6-c80fa055ee9a,
069feeb7-ca68-474c-9246-43dfb1afcf08,cd2c3acb-ad9b-4f3f-9c19-84e08b2327f5,
069feeb7-ca68-474c-9246-43dfb1afcf08,7d7372e2-2fc9-4bea-916a-1fe1a7eb7f7c,
a67aa4d6-0541-4794-905c-50e0f23437da,3d5c2c5d-9a40-4aeb-9c0f-7144134cdd53,
a153129f-c75a-45c0-9f7b-d1997a3f3d84,e18d1d45-0923-4a67-b1af-f36257f24ab0,
ed95381f-ac13-454d-8f9f-d8bf3195310e,d6758d32-1f77-487f-a553-63fc63645f96,
8f6a6a2a-ebc6-4e94-abc0-e8feb720125c,f422a2b7-dc36-49a8-bc52-7cd9899e7b0c,
8bec4ce9-4b02-4981-a55f-fb60c71f3d56,f422a2b7-dc36-49a8-bc52-7cd9899e7b0c,
026f68cd-09a3-489f-a0c8-de71745930fe,e7f08e6e-9d7a-4b42-82bb-7b7ced69d3d2,
a22c1a14-363d-47b6-9ca5-128e63f35a4c,60f98576-7b86-4749-96c8-c4c066673452,
ea2b53da-3aca-4152-a6b9-19ad32d99645,35ffb47e-718c-4981-93b9-14467d5919f0,
b1e7adeb-fa86-47a3-9b89-9b09f2f499ac,a0de8849-ebf8-4614-9e18-459d336b258d,
647265ba-f059-41db-84ff-42388eb60da4,3045add0-ff29-42ee-a0ba-8cf067bb800c,
6503a81f-927d-42bf-8c86-ba352d4d5b67,c6b5330d-6809-4fa9-8bbd-cbc4eebffaa5,
4e9b23bb-62c9-47ff-b1df-739ff0898e7c,d6758d32-1f77-487f-a553-63fc63645f96,
f8df476a-0bd3-42cf-ba80-dcdbdf9bf56e,35ffb47e-718c-4981-93b9-14467d5919f0,
49e1eb85-ea1c-4774-8069-3231200b2028,b56cef8a-ea05-4a06-9e23-6ceaa3000a0a,
41691e58-23f7-4f93-a15d-7a8684b41671,d6758d32-1f77-487f-a553-63fc63645f96,
c73b2d4e-c6da-4f63-96d0-f16b539dd0ce,32637fbc-d30b-4c83-aef5-32597107b6df,
d9d351c5-191b-4a29-9c5a-b4024c2cde46,60f98576-7b86-4749-96c8-c4c066673452,
cf92bd3f-1265-4c97-92e7-dcf95c04dd2d,26ad950a-1c17-4190-87a5-6989476e0232,
1d9164d5-e496-4f63-823a-58935351024b,58c5d187-8f4a-4d2a-9cbf-9766a79604db,
9f69493b-f26e-4c8d-b28f-5ec3be83d63b,2b64914a-95d3-415e-a753-9a2217b8c11e,
ea8f134a-5fd9-47cb-b72e-5383006cf649,df1a2ff5-e71d-4c20-81bd-eca04606511f,
2464df3c-2c3a-4d51-ad0b-99ef47b5c4a1,35ffb47e-718c-4981-93b9-14467d5919f0,
b0444ce4-1ac6-4f6b-83b6-b4ac02be999e,e18d1d45-0923-4a67-b1af-f36257f24ab0,
9a6ab7fb-243c-47a5-8ee2-b4acdcdb2ecf,f422a2b7-dc36-49a8-bc52-7cd9899e7b0c,
a1b254d5-a6be-43c3-9a81-85afaa0ea775,35ffb47e-718c-4981-93b9-14467d5919f0,
6e3e0d8d-b2aa-493f-b259-c1a22c2daf8d,0142bbca-bd77-4b0d-9101-259116f1c703,
75c8611b-2524-4f52-92d9-ab496c492146,d6d1a61c-0a31-41aa-9bc5-ba8c6f5308c0,
637c72c8-5b40-44e7-8eaf-ca1afede89c9,b29771d6-8bee-40ff-a539-17d3520bd832,
ef5f912c-3193-4bdc-89f6-cb0ff53cd3e9,516e34b0-dc00-4bb8-8ab6-c80fa055ee9a,
f1c9a031-f9cb-4196-879f-f75ba931c2da,26ad950a-1c17-4190-87a5-6989476e0232,
690731bb-3dbe-4cb4-a335-2f5c3642101f,c63cb878-7ebb-4179-a0ba-1d6903a98940,
6c52824e-c577-403e-bec4-72156f1245f8,c63cb878-7ebb-4179-a0ba-1d6903a98940,
a61aa9e5-6cde-4902-9212-a2c588817d51,58c5d187-8f4a-4d2a-9cbf-9766a79604db,
ca68679c-5250-4b0a-8f25-3d8a803dbef7,ec36fff2-914e-40ed-8849-4bc1535eb661,
ce378c1a-80b1-4c59-a8a5-824850175e07,8ad770ed-b9f9-421f-ada5-3d0498423c4a,
cd8eded3-e2ae-447d-af54-742eb467f611,bec4d296-c562-40e6-9b46-f691aeba161d,
f2e6f2d7-409e-45ca-8a57-fb2a1bfabd58,d6758d32-1f77-487f-a553-63fc63645f96,
d98007e1-7288-47b9-ae4b-38cd2930cf60,6b39ce62-fd37-4d24-afad-f2ad3cdcbf87,
1c7ab61b-05f6-43ff-acf0-d22b7c2a05ea,78e54150-fd5d-4d53-8c5b-030dc80ca991,
0807360e-5899-4b4c-9ec0-6054fbf5c87c,35ffb47e-718c-4981-93b9-14467d5919f0,
3fedd890-e7d9-4dd1-a190-25bb3b7f8bf6,54e7ad89-4479-4398-95ba-3320b4557eed,
6d006c84-5722-4859-8683-759b16e4636e,54e7ad89-4479-4398-95ba-3320b4557eed,
e3c470e4-458a-44fd-9de7-2e37399a185b,55f5cfa9-8549-4d68-a9ef-6817c907cc05,
752544f4-36cf-4bf4-9205-e3a8e0c53e14,516e34b0-dc00-4bb8-8ab6-c80fa055ee9a,
