title,imdb_id
Logan,tt3315342
Logan Lucky,tt5439796
Loki,tt9140554
Long Shot,tt2139881
Long Weekend,tt11020728
Look Who's Talking,tt0097778
Looker,
Looking for Alibrandi,tt0217629
Looper,tt1276104
Lord of the Flies (1963),
Lords of Chaos,tt4669296
Lost in Space,tt5232792
Lost in Translation,
Lost Souls,tt0160484
Love & Basketball,tt0199725
Love & Friendship,tt3068194
Love Actually,tt0314331
Love at the Thanksgiving Day Parade,tt2415496
Love in the Afternoon,tt0050658
Love on the Run,
Love Streams,tt0087644
Love with the Proper Stranger,tt0057263
"Love, Simon",tt5164432
Lovely & Amazing,tt0258273
Lucas,
Lucky Numbers,tt0219952
Mac and Me,tt0095560
Macbeth,tt0067372
MacGruber,tt11621710
Mad Max,
Mad Max: Fury Road,tt1392190
Made in America,tt0107478
Maestro,
Magic Mike XXL,tt2268016
Magical Mystery Tour,tt0061937
Magnolia,tt0175880
Major League,tt0097815
Malcolm X,tt0104797
Malice,
Malignant,tt3811906
Mamma Mia! Here We Go Again,tt6911608
Man Bites Dog,tt0103905
Man of Steel,tt0770828
Man of the West,tt0051899
Man on Fire,tt0328107
Mandy,tt6998518
Mangrove,tt1826747
Manhunter,
Maniac,tt5580146
Manifest Destiny,tt4468892
Mank,tt10618286
Marathon Man,tt0074860
Marie Antoinette,tt0422720
Marnie,
Marriage Story,tt7653254
Mary and Max,tt0978762
Mary Poppins,tt0058331
Mass,tt11389748
Matador,tt0091495
Matchstick Men,tt0325805
Matewan,tt0093509
Maurice,tt0093512
Mauvais Sang,
Maximum Overdrive,
May December,
McCabe & Mrs. Miller,tt0067411
Me and You and Everyone We Know,tt0415978
Mean Girls,tt0377092
Mean Streets,
Meek’s Cutoff,
Meet Me in St. Louis,tt0037059
Meet the Robinsons,
Megalopolis,
Melancholia,tt1527186
Memento,tt0209144
Memories of Murder,tt0353969
Men in Black,tt0119654
Men in Black 3,tt1409024
Mermaids,tt0100140
Metallica: Some Kind of Monster,tt0387412
Metropolis,tt0017136
Metropolitan,tt0100142
Miami Blues,tt0100143
Miami Vice,tt0086759
Michael Clayton,tt0465538
Mickey,tt0277895
Mickey's Christmas Carol,tt0085936
Midsommar,tt8772262
Mighty Joe Young,tt0120751
Mildred Pierce,tt1492030
Miller's Crossing,tt0100150
Minari,tt10633456
Minority Report,tt0181689
Miracle on 34th Street,tt0110527
"Mirror, Mirror",tt0117058
Misery,tt0100157
Mishima: A Life in Four Chapters,
Miss Julie,tt2667960
Miss Juneteenth,tt11394158
Mission: Impossible,tt0117060
Mission: Impossible – Dead Reckoning Part One,
Mission: Impossible – Fallout,
Mission: Impossible – Ghost Protocol,
Mission: Impossible – Rogue Nation,
Mississippi Masala,tt0102456
Mississippi Mermaid,
Mistress America,
Moana,tt3521164
Molly's Game,
Mom and Dad,tt5462326
Mommie Dearest,tt0082766
Moneyball,tt1210166
Monkey Shines,tt0095652
Monster,tt0340855
Monsters University,tt1453405
"Monsters, Inc.",tt0198781
Monty Python and the Holy Grail,tt0071853
Monty Python's The Meaning of Life,
Mooch Goes to Hollywood,
Moon Knight,tt10234724
Moonlight,tt4975722
Moonraker,tt0079574
Moonrise Kingdom,tt1748122
Moonstruck,tt0093565
Mortal Kombat,
Morvern Callar,tt0300214
Mother,tt1216496
mother!,tt5109784
Moulin Rouge!,tt0203009
Movie 43,tt1333125
Mr. 3000,tt0339412
Mr. Deeds,tt0280590
Mr. Majestyk,
Mr. Mike’s Mondo Video,
Mr. Smith Goes to Washington,
Mrs Brown,
Mrs. Doubtfire,tt0107614
Ms. Marvel,tt10857164
Much Ado About Nothing,tt0107616
Mulan,tt4566758
Mulholland Drive,tt0166924
Multiple Maniacs,tt0067454
Munich,tt0408306
Muppet*Vision 3-D,tt0102481
Muppets Most Wanted,tt2281587
Mur Murs,tt0081204
Murder by Number,
Murder on the Orient Express (1974),
"Murder, She Said",
Muscle,
My Best Friend's Wedding,tt0119738
My Bloody Valentine,
My Bloody Valentine 3D,
My Cousin Vinny,tt0104952
My Effortless Brilliance,
My Fair Lady,tt0058385
My Little Eye,
My Man Godfrey,tt0028010
My Night at Maud's,tt0064612
My Old Ass,
My Super Psycho Sweet 16,tt1488584
Myra Breckinridge,tt0066115
Mysterious Island,tt0055207
Naked Lunch,tt0102511
Nashville,tt2281375
National Treasure,tt0368891
National Velvet,tt0037120
Near Dark,
Needful Things,tt0107665
Network,tt0074958
Never Rarely Sometimes Always,tt7772582
Never Say Never Again,tt0086006
New Jack City,tt0102526
New Nightmare,tt0111686
"New York, New York",
Newsies,tt0104990
Night Moves,tt0073453
Night of the Comet,tt0087799
Night of the Demon,tt0081229
Night of the Demons,tt0093624
Night of the Living Dead,tt0063350
Nightcrawler,tt2872718
Nighthawks,tt0082817
Nightmare Alley,tt0039661
Ninotchka,
Nixon,tt0113987
No Country for Old Men,tt0477348
No Direction Home: Bob Dylan,
No Other Land,
No Sudden Move,tt11525644
No Time to Die,tt2382320
No Way to Treat a Lady,tt0063356
Nobody's Fool,tt0110684
Nomadland,tt9770150
Non-Fiction,tt7250056
Nope,tt10954984
Norma Rae,tt0079638
North by Northwest,tt0053125
North Country,tt0395972
Notes on a Scandal,tt0465551
Notorious,
Notting Hill,tt0125439
Now and Then,tt0114011
Now You See Me,tt1670345
"O Brother, Where Art Thou?",tt0190590
Obvious Child,tt2910274
Ocean’s Eleven,
October Sky,tt0132477
Octopussy,tt0086034
Office Space,tt0151804
Okja,tt3967856
Old,tt10954652
Old Henry,tt12731980
Old Joy,tt0468526
Oldboy,tt0364569
Oliver!,tt0063385
Olympus Has Fallen,tt2302755
On Her Majesty's Secret Service,tt0064757
On the Rocks,
On the Waterfront,tt0047296
Once,tt0907657
Once Upon a Time in America,tt0087843
Once Upon a Time in the West,tt13544442
Once Upon a Time… in Hollywood,
One Christmas Eve,tt3725224
One Cut of the Dead,tt7914416
One from the Heart: Reprise,
One Hundred and One Dalmatians,tt0055254
One Night in Miami…,
"One Sings, the Other Doesn't",tt0076855
One Wonderful Sunday,tt0039871
One-Eyed Jacks,tt0055257
Only Angels Have Wings,
Onward,tt7146812
Open Range,tt0316356
Oppenheimer,
Orion and the Dark,
Orphan,
Oscar,tt0102603
Othello,tt0045251
Ouija: Origin of Evil,tt4361050
Out of Sight,tt0120780
Out of Time,tt0313443
Outside In,
Paddington,tt1109624
Paddington 2,tt4468740
Pain and Glory,tt8291806
Panic Room,tt0258000
Paper Moon,tt0070510
Paperhouse,tt0098061
Paradise Lost 2: Revelations,tt0239894
Parallel Mothers,tt12618926
Paranormal Activity,tt1179904
Paranormal Activity 3,tt1778304
ParaNorman,tt1623288
Parasite,tt6751668
Paris Blues,tt0055278
Paris is Burning,tt0100332
"Paris, Texas",tt0087884
Party Girl,
Passages,
Passenger 57,tt0105104
Passing,tt8893974
Past Lives,
Pat Garrett and Billy the Kid,
Paths of Glory,tt0050825
Pearl,tt18925334
Pecker,tt0126604
Peeping Tom,tt0054167
Peggy Sue Got Married,tt0091738
Pelle the Conqueror,tt0093713
Pennies From Heaven,tt0082894
Perceval le Gallois,
Perfect Blue,tt0156887
Persepolis,tt0808417
Personal Best,
Personal Shopper,tt4714782
Persuasion,tt26933001
Pet Sematary,tt0098084
Pet Sematary Two,
Peter Pan,
Petey Wheatstraw,
Petite Maman,tt13204490
Phantasm,tt0079714
Phantom of the Paradise,tt0071994
Philadelphia,tt0107818
Phone Booth,
Physical Evidence,
Pieces of a Woman,
Pig,tt11003218
Pinball Summer,
Pineapple Express,tt0910936
Pink Flamingos,tt0069089
Pink Floyd – The Wall,
Pinocchio,tt0032910
Piranha,tt0078087
Pirates of the Caribbean: The Curse of the Black Pearl,tt0325980
Pitch Black,tt0134847
Planet of the Apes (1968),
Planet of the Apes (2001),
Platoon,
Pleasantville,
Please Give,tt0878835
Pocahontas,
Point Break,tt0102685
Pollyanna,tt0054195
Poltergeist,tt0084516
Polyester,tt0082926
Poor Things,
Popstar: Never Stop Never Stopping,tt3960412
Port Authority,
Portrait of a Lady on Fire,
Possession,tt0082933
Postcards From the Edge,tt0100395
Praying with Anger,tt0105162
Predator,tt0093773
Predator 2,tt0100403
Predators,tt1424381
Presumed Innocent,tt0100404
Pretty in Pink,tt0091790
Prey,
Pride & Prejudice,tt0414387
Primal Fear,tt0117381
Primary Colors,
Prince of Darkness,tt0093777
Princess Mononoke,tt0119698
Priscilla,
Prisoners of the Earth (Argentina),
Professor Marston and the Wonder Women,
Prometheus,tt1446714
Promising Young Woman,tt9620292
Psycho,tt0054215
Public Enemies,
Pulp Fiction,tt0110912
Pulse,
Pumping Iron,tt0076578
Punks,tt0160710
Purple Noon,
Purple Rain,tt0087957
Pursuit,
Quantum of Solace,tt0830515
Quatermass and the Pit,
Querelle,
Quick Change,
Quigley Down Under,tt0102744
Quiz Show,tt0110932
"Quo vadis, Aida?",tt8633462
Rabid,
Race with the Devil,tt0073600
Rachel Getting Married,tt1084950
Raging Bull,tt0081398
Raiders of the Lost Ark,tt0082971
Raising Arizona,tt0093822
Rambling Rose,tt0102753
Ran,tt0089881
Rare Exports: A Christmas Tale,
Ratatouille,tt0382932
Raw,tt4954522
Razorback,tt0087981
Ready or Not,tt7798634
Ready Player One,tt1677720
Real Life,tt0079781
Real Steel,tt0433035
Reality Bites,tt0110950
Re-Animator,tt0089885
Rear Window,
Rebecca,
Rebel Without a Cause,tt0048545
REC,tt1038988
RED,
Red Cliff,tt0425637
Red Dawn,tt0087985
Red Eye,tt0421239
Red River,tt0040724
Red Rooms,
Reefer Madness: The Movie Musical,
Regarding Henry,tt0102768
Repo Man,tt0087995
Rescue Dawn,
Reservoir Dogs,tt0105236
Resident Evil: Extinction,tt0432021
Return of the Jedi,
Return to Seoul,tt19719836
Richard III,tt0049674
Ride Lonesome,tt0053220
Ride the High Country,tt0056412
Rififi,tt0048021
Rio Bravo,tt0053221
Ripley's Game,
Rise of the Planet of the Apes,
Rising Sun,
Rituals,tt0076630
River of Grass,tt0110998
Road to Perdition,tt0257044
Roadgames,
Roar,tt0083001
Robin Hood,
RoboCop,tt0093870
Robot Jox,tt0102800
Rock ’n’ Roll High School,
Rock-a-Doodle,
Rocketman,tt2066051
Rocky,tt0075148
Rocky Balboa,tt0479143
Rocky II,tt0079817
Rocky III,tt0084602
Rocky IV,tt0089927
Rocky V,tt0100507
Rogue One: A Star Wars Story,tt3748528
Rollerball,tt0073631
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,
Roman Holiday,tt0046250
Romance,tt0194314
Romeo + Juliet,tt0117509
Romeo and Juliet,tt0063518
Romy and Michele’s High School Reunion,
Rope,
Rosemary's Baby,tt0063522
Rounders,tt0128442
RRR,tt8178634
Rumble Fish,
Runaway,
Runaway Jury,tt0313542
Runaway Train,tt0089941
Rushmore,
Rust and Bone,tt2053425
S.W.A.T.,tt6111130
Sabotage,
Saboteur,
Sabrina,tt0047437
Salem's Lot,tt0079844
"Salò, or the 120 Days of Sodom",tt0073650
Sambizanga (Angola),
Samson and Delilah,tt0041838
San Andreas,tt2126355
Sandy Wexler,tt5893332
Saving Private Ryan,tt0120815
Saw,
Saw 3D,
Saw II,
Saw III,
Saw IV,
Saw V,
Saw VI,
Saw X,
Scary Movie,tt0175142
Schindler's List,tt0108052
Schizopolis,tt0117561
School of Rock,tt0332379
Scorpio Rising,
Scott Pilgrim vs. the World,tt0446029
Scream,tt11245972
Scream 3,tt0134084
Scrooge,tt0066344
Scrooge (1951),
Scrooge (1970),
Scrooged,tt0096061
Sea of Love,tt0098273
Searching for Bobby Fisher,
Seconds,tt0060955
Secretary,tt0274812
Seed of Chucky,tt0387575
Selena,tt0120094
Sense and Sensibility,tt0114388
Sentimental Destinies,
Serial Mom,tt0111127
Seven Psychopaths,tt1931533
Seven Samurai,tt0047478
"Sex, Lies, and Videotape",tt0098724
Sexy Beast,tt0203119
Shadow Kingdom: The Early Songs of Bob Dylan,
Shadow of a Doubt,
Shakespeare in Love,tt0138097
Shakespeare-Wallah,tt0059709
Shakma,tt0100589
Shall We Dance?,tt0117615
Shame,tt1723811
Shang-Chi and the Legend of the Ten Rings,tt9376612
Shaun of the Dead,tt0365748
She Creature,tt0274659
She-Hulk: Attorney at Law,tt10857160
Shin Godzilla,tt4262980
Shine a Light,
Shirkers,tt7472352
Shirley,
Shiva Baby,tt11317142
Shoot the Piano Player,
Short Circuit,tt0091949
Short Cuts,tt0108122
Show Me Love,
Showgirls,tt0114436
Shutter Island,
Side Effects,tt2053463
Signs,tt0286106
Silence,
Silent House,tt1767382
"Silent Night, Deadly Night 5: The Toymaker",
Silkwood,tt0086312
Silver Streak,tt0075223
Sin City,tt0401792
Sing Song,
Sing Street,tt3544112
Singin' in the Rain,tt0045152
Sister Act,tt0105417
Six Degrees of Separation,tt0108149
Sky High,
Skyfall,tt1074638
Slap Shot,tt0076723
Sleepaway Camp,tt0086320
Sleeping Beauty,tt1588398
Slither,tt0439815
Slow West,tt3205376
Small Change,
Smart House,tt0192618
Smile,tt15474916
Smooth Talk,tt0090037
Snake Eyes,tt8404256
Snow White and the Seven Dwarfs,
Snowpiercer,tt6156584
So I Married an Axe Murderer,tt0108174
Soapdish,tt0102951
Society,tt0098354
Society of the Snow,
Solaris,tt0069293
Solo: A Star Wars Story,tt3778644
Some Came Running,
Some Like It Hot,tt0053291
Something in the Air,tt0217960
Something Wild,tt0091983
Somewhere,tt1421051
Son of Frankenstein,tt0031951
Sonic the Hedgehog,tt3794354
Sorcerer,tt0076740
Sorority Row,tt1232783
Sorry to Bother You,tt5688932
Sound of Metal,tt5363618
"South Park: Bigger, Longer & Uncut",tt0158983
Southland Tales,tt0405336
Space Truckers,tt0120199
SpaceCamp,tt0091993
Speak,tt0378793
Spectre,tt2379713
Speed,tt0111257
Spellbound,tt0038109
Spencer,tt12536294
Sphere,
Spider-Man,
Spider-Man 2,tt0316654
Spider-Man: Homecoming,tt2250912
Spider-Man: Into the Spider-Verse,
Spider-Man: No Way Home,tt10872600
Spies Like Us,tt0090056
Spiral,
Splendor in the Grass,tt0055471
Split,tt4972582
Spring Breakers,tt2101441
Stage Beauty,tt0368658
Stage Fright,tt0042994
Stagecoach,tt0092003
Stand by Me,tt0092005
Star Trek,tt0796366
Star Trek Beyond,tt2660888
Star Trek II: The Wrath of Khan,tt0084726
Star Trek III: The Search for Spock,tt0088170
Star Trek Into Darkness,tt1408101
Star Trek IV: The Voyage Home,tt0092007
Star Trek V: The Final Frontier,tt0098382
Star Trek VI: The Undiscovered Country,tt0102975
Star Trek: First Contact,tt0117731
Star Trek: Generations,tt0111280
Star Trek: Insurrection,tt0120844
Star Trek: Nemesis,tt0253754
Star Trek: The Motion Picture,tt0079945
Star Wars,
Star Wars Detours,
Star Wars Episode I: The Phantom Menace,
Star Wars Episode II: Attack of the Clones,
Star Wars Episode III: Revenge of the Sith,
Star Wars Episode IV: A New Hope (1997 - special edition),
Star Wars Episode IV: A New Hope (2014 - DVD version),
Star Wars Episode IV: A New Hope (2019 - Disney+ Maclunkey version),
Star Wars: The Force Awakens,
Star Wars: The Last Jedi,
Star Wars: The Rise of Skywalker,
Stardust,tt0486655
Starlet,tt2035630
Starman,tt0088172
Starship Troopers,tt0120201
Starstruck,tt10801368
State Fair,tt0038116
Stealing Beauty,
Stella Dallas,tt0029608
Step Up 3D,tt1193631
Steve Jobs,
Still Alice,tt3316960
Still Black: A Portrait of Black Transmen,tt1363482
Stolen Kisses,
Stone,
Strange World,
Strangers on a Train,
Stray Dog,tt0041699
Strays,tt15153532
Street Fighter,tt0111301
Strictly Ballroom,tt0105488
Stuart Saves His Family,tt0114571
Stuck,tt0758786
Student Bodies,tt0083133
Suburbia,tt0086589
Sugar,tt12402658
Summer Hours,tt0836700
Summer of Soul,
Summer Stock,
Summertime,tt4080768
Sunset Boulevard,
Sunshine,tt0448134
Super Mario Bros.,tt0108255
Superbad,tt0829482
Superman,tt0078346
Superman II,tt0081573
Superman III,tt0086393
Superman IV: The Quest for Peace,tt0094074
Superman Returns,tt0348150
Suspicion,
Suspiria,tt0076786
Sweeney Todd: The Demon Barber of Fleet Street (1982),
Sweet Bird of Youth,tt0056541
Sweet Land,tt0428038
Sweetheart,
Swept Away (1974),
Swiss Family Robinson,tt0054357
Sword of Trust,
"Synecdoche, New York",
Taken,
Tales from the Crypt,tt0096708
Tales from the Hood,
Talk to Her,tt0287467
Tangerine,tt3824458
Tangled,
Tapeheads,tt0096223
Tár,tt14444726
Taxi Driver,
Tea and Sympathy,
Team America: World Police,tt0372588
Teenage Mutant Ninja Turtles,tt0100758
Tenacious D in The Pick of Destiny,tt0365830
Tender Mercies,
Tenebre,
Terminal Island,
Terminator 2: Judgment Day,tt0103064
Terror of Mechagodzilla,tt0073373
Tetro,
Thanksgiving,
That Thing You Do!,tt0117887
The 13th Warrior,
The 39 Steps,
The 40 Year Old Virgin,
The 400 Blows,
The Abominable Dr. Phibes,tt0066740
The Accidental Tourist,
The Act of Killing,tt2375605
The Adventures of Elmo in Grouchland,tt0159421
The Adventures of Ichabod and Mr. Toad,tt0041094
"The Adventures of Priscilla, Queen of the Desert",tt0109045
The Adventures of Robin Hood,tt0029843
The Adventures of Tintin,tt0983193
The Age of Innocence,tt0106226
The American Friend,
The American President,
The Andromeda Strain,
The Apartment,tt0053604
The Apple,
The Apprentice,
The Assassination of Jesse James by the Coward Robert Ford,tt0443680
The Assistant,tt9000224
The Associate,tt0115580
The Avengers,tt0848228
The Aviator,
The Awful Truth,tt0028597
The Bad and the Beautiful,tt0044391
The Bad Lieutenant: Port of Call - New Orleans,
The Bad News Bears,tt0074174
The Ballad of Buster Scruggs,tt6412452
The Ballad of Cable Hogue,tt0065446
The Band Wagon,
The Banshees of Inisherin,tt11813216
The Battery,tt2272350
The Beast,
"The Beast From 20,000 Fathoms",tt0045546
The Beatles: Get Back - The Rooftop Concert,tt16899584
The Beatles: The First U.S. Visit,tt0109228
The Beguiled,tt5592248
The Believer,tt0247199
The Best Man,tt13400336
The Best Years of Our Lives,tt0036868
The Beyond,tt0082307
The BFG,tt3691740
The Big Chill,tt0085244
The Big Country,tt0051411
The Big Lebowski,tt0118715
The Big Picture,tt0096926
The Big Sleep,tt0038355
The Bingo Long Traveling All-Stars & Motor Kings,tt0074207
The Bird With the Crystal Plumage,tt0065143
The Birdcage,tt0115685
The Birds,
The Bishop's Wife,tt0039190
The Black Cauldron,tt0088814
The Black Hole,tt0078869
The Black Stallion,
The Blackening,
The Blair Witch Project,tt0185937
The Bling Ring,
The Blob,tt0094761
The Book of Eli,tt1037705
The Bostonians,tt0086992
The Bourne Identity,tt0258463
The Box,tt0362478
The Boys in Company C,
The Boys in the Band,tt10199914
The Boys Next Door,tt0090770
The Brady Bunch Movie,tt0112572
The Bride of Frankenstein,tt13249084
The Bride Wore Black,
The Brides of Dracula,
The Broken Circle Breakdown,
The Brood,tt0078908
The Brothers Bloom,tt0844286
The Cabin in the Woods,tt1259521
The Cabinet of Dr. Caligari,tt0441741
The Cable Guy,tt0115798
The Car,
The Carey Treatment,
The Celebration,
The Chamber,tt0115862
The Children's Hour,
The China Syndrome,tt0078966
The Christmas Ornament,tt3289944
The Claim,tt0218378
The Client,tt0109446
The Clock,
The Collector,
The Color of Money,tt0090863
The Color of Pomegranates (Soviet Union),
The Color Purple,tt1200263
The Commitments,tt0101605
The Connection,tt0054763
The Conversation,tt0071360
"The Cook, the Thief, His Wife & Her Lover",tt0097108
The Cotton Club: Encore,
The Cowboys,tt0068421
The Craft,tt0115963
The Crow,tt0109506
The Crush,tt0106627
The Crying Game,tt0104036
The Curse of Frankenstein,tt0050280
The Curse of the Werewolf,
The Cutting Edge,
The Damned,
The Dark Crystal,tt0083791
The Dark Knight,tt0468569
The Dark Knight Rises,tt1345836
The Dawn Patrol,tt0030044
The Day of the Beast,tt0112922
The Day the Earth Stood Still,tt0970416
The Dead Don't Die,
The Dead Pool,tt0094963
The Dead Zone,tt0085407
The Death of Stalin,tt4686844
The Decline of Western Civilization,tt0082252
The Decline of Western Civilization III,
The Deer Hunter,
The Departed,
The Descendants,tt1033575
The Descent,tt0435625
The Devil and Daniel Johnston,tt0436231
The Devil Inside,tt1560985
The Devil Rides Out,
The Devil Wears Prada,tt0458352
The Devil’s Rejects,
The Devils,tt0066993
The Devil's Advocate,tt0118971
The Devil's Honey,tt0090903
The Dirt,tt0800325
The Dreamers,tt0309987
The Eight Mountains,
The Emperor's New Groove,
The Empire Strikes Back,
The End of the Tour,tt3416744
The English Patient,
The Equalizer,
The Eternal Daughter,tt13874422
The Exorcist,tt0070047
The Exorcist III,tt0099528
The Expendables,
The Fabelmans,tt14208870
The Faculty,tt0133751
The Falcon and the Winter Soldier,tt9208876
The Fall Guy,
The Farewell,tt8637428
The Fast and the Furious,tt0232500
The Fast and the Furious: Tokyo Drift,tt0463985
The Favourite,tt5083738
The Fifth Element,tt0119116
The Firm,tt0106918
The First Omen,
The First Purge,tt6133466
The First Wives Club,tt0116313
The Florida Project,tt5649144
The Fly,tt0091064
The Fly (1986),
The Fog,tt0080749
The Forty-Year-Old Version,tt10642834
The Fox and the Hound,
The Fugitive,tt0106977
The Full Monty,tt0119164
The Funhouse,tt0082427
The Game,tt0119174
The General,tt0017925
The Getaway,tt0068638
The Gift,tt4178092
The Gingerbread Man,tt0119196
The Gleaners and I,tt27331210
The Godfather,
The Godfather Coda: The Death of Michael Corleone,
The Godfather Part II,
The Golden Voyage of Sinbad,tt0071569
The Good Dinosaur,tt1979388
"The Good, the Bad and the Ugly",tt0060196
The Goonies,tt0089218
The Grand Budapest Hotel,tt2278388
The Great Dictator,tt0032553
The Great Mouse Detective,
The Great Muppet Caper,tt0082474
The Great Silence,tt0063032
The Great Train Robbery,
The Green Knight,tt9243804
The Green Room,
The Grey Fox,tt0085622
The Grifters,tt0099703
The Grudge,tt3612126
The Hand of God,tt12680684
The Handmaiden,tt4016934
The Happening,tt0949731
The Hateful Eight,tt3460252
The Heartbreak Kid,tt0068687
The Hidden Fortress,tt0051808
The Hills Have Eyes,tt0454841
The History Boys,tt0464049
The Hitcher,tt0455960
The Hobbit (1977),
The Holdovers,
The Hole,tt0242527
The Holiday,tt0457939
The Host,tt0468492
The Hours,tt0274558
The House Bunny,tt0852713
The House by the Cemetary,
The House with Laughing Windows,tt0074287
The Housemaid (South Korea),
The Hudsucker Proxy,tt0110074
The Hunchback of Notre Dame,
The Hunger,tt0085701
The Hustler,tt0054997
The Ice Harvest,tt0400525
The Idiots,
The Immortal Story,tt0063127
The Incredible Hulk,tt0800080
The Incredible Shrinking Man,tt0050539
The Incredibles,tt0317705
The Innocents,tt4028464
The Insider,
The Inspection,tt13495458
The Intern,tt2361509
The Invisible Man,tt1051906
The Invitation,tt12873562
The Irishman,tt1302006
The Iron Giant,tt0129167
The Jericho Mile,
The Karate Kid,
The Keep,
The Kentucky Fried Movie,tt0076257
The Killer,tt1136617
The Killing,tt1637727
The Killing of a Sacred Deer,tt5715874
The King of Comedy,
The Lady Eve,tt0033804
The Lady from Shanghai,tt0040525
The Lady Vanishes,
The Ladykillers,tt0335245
The Land Before Time,tt0095489
The Last Airbender,tt0938283
The Last American Virgin,tt0084234
The Last Black Man in San Francisco,tt4353250
The Last Boy Scout,tt0102266
The Last Days of Disco,
The Last Exorcism,tt1320244
The Last House on the Left,tt0844708
The Last Metro,
The Last of Sheila,tt0070291
The Last of the Mohicans,
The Last Seduction,tt0110308
The Last Starfighter,tt0087597
The Last Temptation of Christ,
The Last Unicorn,tt0084237
The Last Waltz,
The Laundromat,tt5865326
The Lawnmower Man,tt0104692
The Legend of Drunken Master,tt0111512
The LEGO Batman Movie,tt4116284
The Life and Times of Judge Roy Bean,tt0068853
The Lighthouse,tt7984734
The Limey,tt0165854
The Lion in Winter,tt0063227
The Lion King,tt0110357
The Little Mermaid,tt5971474
The Little Prince,tt1754656
The Little Rascals,tt0110366
The Living Daylights,tt0093428
The Lobster,tt3464902
The Lodger: A Story of the London Fog,
The Long Goodbye,tt0070334
The Long Kiss Goodnight,tt0116908
The Lookout,tt0427470
The Lord of the Ring: The Fellowship of the Ring,
The Lord of the Rings,
The Lord of the Rings: The Fellowship of the Ring,tt0120737
The Lost Boys,
The Lost Daughter,tt9100054
The Lost World: Jurassic Park,tt0119567
The Luck of the Irish,tt0274636
The Madness of King George,tt0110428
The Magic Christian,tt0064622
The Magnificent Ambersons,tt0035015
The Maltese Falcon,tt0033870
The Man from Hong Kong,
The Man From Laramie,tt0048342
The Man Who Knew Too Much (1956),
The Man Who Loved Women,
The Man Who Shot Liberty Valance,tt0056217
The Man Who Wasn't There,tt0243133
The Man with the Golden Gun,tt0071807
The Manchurian Candidate,tt0056218
The Mangler,tt0113762
The Manxman,
The Many Adventures of Winnie the Pooh,
The Martian,tt3659388
The Master,tt1560747
The Matrix,tt0133093
The Merchant of Venice,tt0379889
The Mighty Ducks,tt0104868
The Miracle of Morgan's Creek,tt0037077
The Mirror Crack'd,tt0081163
The Mist,tt0884328
The Mistletoe Promise,tt5921218
The Mitchells vs. The Machines,
The Money Pit,tt0091541
The Monster Squad,tt0093560
The Mosquito Coast,tt11041132
The Mummy,tt0120616
The Muppet Christmas Carol,tt0104940
The Muppet Movie,tt0079588
The Muppets Take Manhattan,tt0087755
The Music Man,tt0056262
The Naked Gun: From the Files of Police Squad!,tt0095705
The Naked Spur,tt0044953
The Natural,tt0087781
The Neon Demon,
The Net,tt0113957
The NeverEnding Story,tt0088323
The New Mutants,tt4682266
The New World,tt0402399
The Night Flier,
The Night House,tt9731534
The Night of the Hunter,tt0048424
The Notebook,tt0332280
The Nun's Story,tt0053131
The Object of My Affection,tt0120772
The Old Dark House,tt0023293
The Old Man & the Gun,tt2837574
The Omega Man,tt0067525
The Omen,tt0075005
The Onion Movie,tt0392878
The Other Side of the Mirror: Bob Dylan Live at the Newport Folk Festival,
The Others,tt0230600
The Outsiders: The Complete Novel,
The Ox-Bow Incident,tt0036244
The Pacifier,tt0395699
The Palm Beach Story,tt0035169
The Paperboy,
The Parallax View,tt0071970
The Pebble and the Penguin,
The Pelican Brief,tt0107798
The People Under the Stairs,tt0105121
The Perfect Storm,tt0177971
The Perks of Being a Wallflower,tt1659337
The Petrified Forest,tt0028096
The Phantom of the Opera,
The Philadelphia Story,tt0032904
The Piano Lesson,
The Pirate,
The Place Beyond the Pines,tt1817273
The Plague Dogs,tt0084509
The Player,tt0105151
The Polar Express,tt0338348
The Pool,tt9128686
The Post,tt6294822
The Power of the Dog,tt10293406
The Predator,tt3829266
The Prestige,tt0482571
The Princess Bride,tt0093779
The Princess Diaries,tt0247638
The Private Life of Sherlock Holmes,tt0066249
The Proposition,tt0421238
The Public Enemy,tt0022286
The Quatermass Xperiment,tt0049646
The Queen,tt0436697
The Quick and the Dead,tt0114214
The Raid 2,
The Rain People,
The Rainmaker,tt0119978
The Raspberry Reich,
The Red Shoes,tt0040725
The Red Turtle,
The Remains of the Day,tt0107943
The Report,tt8236336
The Return of the Living Dead,tt0089907
The Right Stuff,tt0086197
The Ring,tt0298130
The Roaring Twenties,
The Rock,tt0117500
The Rocketeer,tt0102803
The Rocky Horror Picture Show,tt0073629
The Room,tt0368226
The Roommate,tt1265990
The Royal Tenenbaums,tt0265666
The Rules of the Game,tt0031885
"The Russians Are Coming, the Russians Are Coming",
The Sandlot,tt0108037
The Satanic Rites of Dracula,
The Scorpion King,tt0277296
The Scout,tt0111094
The Secret Garden,
The Secret of NIMH,
The Serpent and the Rainbow,tt0096071
The Seventh Seal,tt0050976
The Shadow,tt0111143
The Shawshank Redemption,
The Shining,tt0081505
The Shop Around the Corner,
The Silence of the Lambs,tt0102926
The Sisters Brothers,tt4971344
The Sixth Sense,tt0167404
The Skin I Live In,tt12887846
